"Arrival Date","Bol Number","Carrier SCAC Code","Company Address","Company Country","Company Country Code","Company Website","Company Contact Info","Company Name","Company Total Shipments","Container Size","Container Type","Destination Port","Destination Port Code","Departure Port","Departure Port Code","Estimated Arrival Date","HS Code Full Description","HS Code","HS Code Description","Last Visit Foreign Port","Master Bol Number","Marks & Numbers","Marks Numbers Raw","Notify Party Address","Notify Party Country Code","Notify Party Name","Product Description","Product Description Raw","Quantity","Quantity Unit","Supplier Address","Supplier Country","Supplier Country Code","Supplier Name","Supplier Website","Supplier Contact Info","Supplier Total Shipments","TEU","Vessel Code","Vessel Name","Voyage","Weight"
"2024/05/25","OOLU273671929001","Oolu, Orient Overseas Container Line Inc","Long Judson Road 20584 Weston Woo D Ohio United States Telex: 4356 9","United States","US","","Phone Numbers:  --- Emails: ","Vitakraft Sunseed Inc","582","4000*900*800,4000*900*800","45G1,4500","New York/Newark Area, Newark, Nj","4601","Bremerhaven","42870","20240522","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Other","051199","Other","","OOLU2736719290","","","","","","Animal Food","Animal Food","44","PKG","Mahndorfer Heerstr 9 Bremen Brem En Germany Telex: 28307","Germany","DE","Vitakraft Pet Care","","Phone Numbers:  --- Emails: ","236","3","9472165","Cosco Hope","061w","20173"
"2024/05/25","EUKOINDO1952405","Euko","Autopista Duarte Km Santo Domingo Dominican Republic Tel 809 567 2661 Fa","United States","US","","Phone Numbers:  --- Emails: ","Santo Domingo Motors Company S A","730","NC","","San Juan, Puerto Rico","4909","Cheju","58000","20240522","","058800","","","EUKOINDO1952405","","","Autopista Duarte Km Santo Domingo Dominican Republic By Order Of Caribbea","US","Santo Domingo Motors Company S A","Suzuki Motor Vehicles Bgc Bgc Cxe Cxn May Include Phenol Isopropylated Phosphate Pip Any Such Compli Prohibitions Cfr Section Dtd Feb Gst Aaacm Behalf Suzuki Motor Corporation Takatsuka Cho Minami Hamamatsu City Japan Tax Say Twelve Units Only","12 Suzuki Motor Vehicles Bgc-5805, Bgc-5806 3 3Lf1Cxe00039600 9 3Lf1Cxn00049600 Products In This Shipment May Include Parts Containing Phenol, Isopropylated Phosphate (3:1) (Pip (3:1)). Any Such Part Is In Compli With The Prohibitions Of 40 Cfr Section 751.4S.B.No.:7566213 Dtd:15-Feb-2024 Invoice No. 5017344 I.E. Code No. 0588000591 .Gst No.24Aaacm0829Q2Z9 On Behalf Of Suzuki Motor Corporation 300 Takatsuka-Cho Minami-Ku Hamamatsu-City Japan, 432-8611 Tax Id: 8080401002431 Say : Twelve (12) Units Only","12","VEH","Block No 334 335 Hansalpur District Ahmedabad Gujarat - 382130 In","India","IN","Maruti Suzuki India Limited","","Phone Numbers:  --- Emails: ","1385","0","Morning Catherine","Morning Catherine","153","12192"
"2024/05/25","SBYEBSYX24035106","Sbye","38 East 32Nd Street 2Nd Floor New York Ny 10016 U S A New York U S","United States","US","","Phone Numbers:  --- Emails: ","Swissco Llc","3026","4000*906*802,4000*906*802,4000*906*802","4EB0,4EB0,4EB0","Long Beach, Ca","2709","Yantian","57078","20240518","","050900","","","MAEU237817960","","","38 East 32Nd Street 2Nd Floor New York Ny 10016 U S A New York Us","US","Swissco Llc","Pack Netted Sponges","Po#: 8036 3-Pack Netted Sponges Item No.: 88154","1380","CTN","Suite 608 Tower 1 Harbour Centre 1 Hok Cheung Street Hunghom Kowloo N Hong Kong Hong Kong Cn","China","CN","Pavilion Investment Ltd","","Phone Numbers:  --- Emails: ","3840","4.5","7820409","Msc Lauren","417n","17388"
"2024/05/25","FLXT00002638519A","Flxt, Flexible Transportation Inc","1205 W 2Nd St Waverly Oh 45690","United States","US","","Phone Numbers:  --- Emails: ","Rkds Llc","1153","2000*806*800","","Tacoma, Wa","3002","Ningpo","57020","20240525","Products of animal origin, not elsewhere specified or included ; Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers ; Other","050590","Other","","HLCUNG12404UMZH6","Ship Torural King Mfg Upc China","Po Ship Torural King Mfg Part Rk Sku Upc Made In China","438 Westridge Pkwy Mcdonough Ga 30253","US","An Deringer","Ratchet Tie Down Dog Waste Management Tool","Ratchet Tie Down Dog Waste Management Tool","1072","CTN","9 Jiangbin Road Lishan Town Fuyang Hangzhou Zhejiang China 311418","China","CN","Hangzhou Fot Import & Export Co Lt","","Phone Numbers:  --- Emails: ","575","1","9444261","Mol Premium","077e","15064"
"2024/05/25","CMDURTM1433087","Cmdu, Compagnie Maritime Daffretemen","33 Salmon Farm Rd 4634 Franklin Ma Usa","United States","US","","Phone Numbers:  --- Emails: ","Kingfish Maine","9","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Rotterdam","42157","20240522","Products of animal origin, not elsewhere specified or included ; Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved","051000","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved","","CMDURTM1433087","","-","Customs Brokerage Consulting Sandra Jaramillo Lchb Ccs Email: Imports Gjmia Com","US","Gj Enterprises","Chaser Sent Customer Cargo Stowed Refrigerated Requested Carrying Temperatu Degrees Celsius Frz Loin Combo Frz Loin Combo Frz Loin Combo Frz Loin Combo Frz Loin Combo Frz Loin Combo Frz Loin Combo Degrees Celsius Avenue Ste Doral","Si Chaser Sent To Customer Freight Prepaid Cargo Is Stowed In A Refrigerated Container At The Shipper S Requested Carrying Temperatu-21 Degrees Celsius 254 Boxes Yt Frz Loin Combo 12-24Oz 162 Boxes Yt Frz Loin Combo 12-24Oz 299 Boxes Yt Frz Loin Combo 12-24Oz 34 Boxes Yt Frz Loin Combo 12-24Oz 462 Boxes Yt Frz Loin Combo 12-24Oz 181 Boxes Yt Frz Loin Combo 12-24Oz 8 Boxes Yt Frz Loin Combo 12-24Oz -21 Degrees Celsius 1480 Nw 94 Avenue, Ste 104 Doral Fl, 33172","1400","BOX","Oost Zeedijk 13 4485 Pm Kats The Netherlands","Netherlands","NL","Kingfish Zeeland B V","","Phone Numbers:  --- Emails: ","23","1.5","9472165","Cosco Hope","0lbgq","17118"
"2024/05/25","COSU6384008190","Cosu, China Ocean Steamship Ltd","7850 Nw South River Drive Medley Fl 33166 United States","United States","US","","Phone Numbers:  --- Emails: ","Alfa International Seafood Incorpor","1911","4000*900*800","45R1","Port Everglades, Fl","5203","Callao","33303","20240525","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","COSU6384008190","Szlu","Container: Szlu9220713 Seal: 003Af014648 26849416","7850 Nw South River Drive Medley Fl 33166 United States","US","Alfa International Seafood Incorpor","Mahi","Fz Mahi","4400","BOX","Av Chorrillos Nro 396 Lima Lima Peru","Laos","LA","Surtifoods Peru Sac","","Phone Numbers:  --- Emails: ","28","2","9302956","Cma Cgm Beira","125n","22920"
"2024/05/24","CCLLGOTS24343626","Ccll, Cancilla, Frank F Iii","31 Ferry Road","United States","US","","Phone Numbers:  --- Emails: ","Lvf Machines Llc","3","2000*806*802","2CG0","New York/Newark Area, Newark, Nj","4601","Stadersand","42879","20240521","","050900","","","ONEYGOTE05302500","Hmi","976-7081 Hmi-588 3018014","465 Caswell Ave","US","An Deringer","Bogie Axle Boe Country Germanyserial Boe","Bogie Axle Boe81Cn Code: 87085035Country Of Origin: Germanyserial Number: Boe81/4 1062","1","PKG","Fabriksvagen 12","Sweden","SE","Rottne Industri Ab","","Phone Numbers:  --- Emails: ","55","1","9447859","Teno","009w","2060"
"2024/05/24","OOLU2737665331","Oolu, Orient Overseas Container Line Inc","1405 Building 3 Jiahua Scienc Wuhan Hu China","United States","US","","Phone Numbers:  --- Emails: ","Youhe Food Import & Export Wuhan","43","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240524","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","OOLU2737665331","","","1405 Building 3 Jiahua Scienc Wuhan Hu China","US","Youhe Food Import & Export Wuhan","Frozen Pork Stomachs","Frozen Pork Stomachs","2500","CTN","6985 Financial Drive Mississauga On Canada","Canada","CA","Maple Leaf Foods Incorporated","","Phone Numbers:  --- Emails: ","15663","2.02","9979266","Oocl Veracruz","001w","26025"
"2024/05/24","LTDKLT2024050007","Ltdk","530 Wilshire Blvd Num310 Santa Monica Ca 90401","United States","US","","Phone Numbers:  --- Emails: ","Micro Elegant Import Inc","20","4000*800*800","40R0","Long Beach, Ca","2709","Yantian","57078","20240529","Products of animal origin, not elsewhere specified or included ; Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products ; Other","050690","Other","","COSU6383379962","","3234537","530 Wilshire Blvd Num310 Santa Monica Ca 90401","US","Micro Elegant Import Inc","Horn","Horn","992","CTN","Room C 18/F Block 3 Elegance Gar Den Prime View Path Tuen Mun Hon G Kong","China","CN","Good Fly International Limited","","Phone Numbers:  --- Emails: ","81","1.5","Oocl Poland","Oocl Poland","043e","12010"
"2024/05/24","OOLU2146556080","Oolu, Orient Overseas Container Line Inc","6281 Regio Avenue Buena Park Ca United States","United States","US","","Phone Numbers:  --- Emails: ","Walong Marketing Inc","35079","2000*806*800","22G1","New York/Newark Area, Newark, Nj","4601","Vung Tau","55206","20240513","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","OOLU2146556080","Asian Taste Young Baby Corn Cans Asian Taste Young Baby Corn Cut Cans Asian Taste Sour Mustard Bags Sunvoi Longan Syrup Cans","Item # 1630296 Asian Taste Young Baby Corn-L 425G. X 24 Cans Item # 1630299 Asian Taste Young Baby Corn-Cut 425G. X 24 Cans Item # 1686119 Asian Taste Sour Mustard 10.6Oz.(300G.) X 36 Bags Item # 1620083 Sunvoi Longan In Syrup-L 565G. X 24 Cans","6281 Regio Avenue Buena Park Ca United States","US","Walong Marketing Inc","Whole Baby Corn Brine Longan Whole Syrup","Whole Baby Corn In Brine,Longan (Whole) In Syrup","1200","CTN","37 Moo 1 Soi Suksawad 43 Bangkru Samut Prakan Bangkok Thailand","Thailand","TH","The Peace Canning 1958 Co Ltd","","Phone Numbers:  --- Emails: ","436","1.5","9882487","Cma Cgm Zephyr","1tu7f","18260"
"2024/05/24","PPILS0CM985147","Ppil","47-06 Grand Avenue Maspeth Ny 11378 United States O Maspethny11378 Us","United States","US","","Phone Numbers:  --- Emails: ","World Casings Corp","380","4000*900*800","4500","New York/Newark Area, Newark, Nj","4601","","57037","20240521","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","CMDUCHN0985147","","","Ny Nj 100 Walnut Avenue Suite 405 Clark Nj 07066 Us Clark Nj07066 Us","US","Dsv Air & Sea Inc","Salted Hog Casings","Salted Hog Casings","96","PKG","308 North Zhongshan Road Hangzhou Zj Cn Hangzhouzj Cn","Saint Helena","SH","Zhejiang G&F Foreigntrade Co","","Phone Numbers:  --- Emails: ","30431","2","9785744","Cosco Shipping Peony","029e","22500"
"2024/05/24","DMALLBAA12961","Dmal, Danmar Lines Ltd","117 Cryers Road East Tamaki","United States","US","","Phone Numbers:  --- Emails: ","Invita Nz Ltd","75","4000*900*800","4500","New York, Ny","1001","Coryton","41352","20240509","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Other","051199","Other","","CMDULPL1327140","Invita East Tamaki Auckland Crye Road Manukau City Zealand","Invita Nz Ltd East Tamaki Auckland 117 Crye Rs Road 2013 Manukau City New Zealand","","","","Food Flavourings Pallet","Food Flavourings2 Packages On 1 Pallet","1","PKG","Dalton Airfield Industrial Estate Nr Yo7 3He Thirsk North Yorkshire","United Kingdom","GB","Firmenich Uk Ltd","","Phone Numbers:  --- Emails: ","1993","1.5","9690107","Seatrade Red","0rpg5","74"
"2024/05/24","COSU6383320550","Cosu, China Ocean Steamship Ltd","3-47 The 5Th Warehouse Tianjin Tj 300000 China","United States","US","","Phone Numbers:  --- Emails: ","Tianjin Navigator International Tra","3960","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Halifax, Ns","13841","20240513","Products of animal origin, not elsewhere specified or included ; Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products ; Ossein and bones treated with acid","050610","Ossein and bones treated with acid","","COSU6383320550","Cers Fbiu","Cers Va7283202405063 465353 Fbiu5058702 Seal #: 1000005749 / 469152","3-47 The 5Th Warehouse Tianjin Tj 300000 China","US","Tianjin Navigator International Tra","Frozen Pork Neck Bones","Frozen Pork Neck Bones","1591","CTN","Suite 205 1077 Sainte Mathieu Montreal Qc H3H 2S4 Canada","Canada","CA","Kristom Canada","","Phone Numbers:  --- Emails: ","3755","2","9882487","Cma Cgm Zephyr","1tu7e","25026"
"2024/05/24","SFOKHT24041592","Sfok","136 Fairfield Rd Fairfield Nj 07 004","United States","US","","Phone Numbers:  --- Emails: ","Trendstar Corp","721","2000*806*800","","New York/Newark Area, Newark, Nj","4601","Ningpo","57020","20240522","","050300","","","ONEYNB3BPA910300","Veteen Knit Pile Polyester Bottom Layer Hmg Hydro Mat Drying Hmg Upc Cas Units Dimensions","Veteen (Knit Pile Polyester) Bottom Layer Ru Hmg-Mc6 Hydro Mat Item Description Drying Ma T Item Hmg-Mc6 Item Upc-8-50014-38162-2 Cas E Qty 6 Units N.W 3.06 Kg & 6.73 Lbs. G.W 3.41 Kg & 7.50 Lbs. Dimensions 43X23.8X","136 Fairfield Rd Fairfield Nj 07 004","US","Trendstar Corp","Dish Drying Mat Top Layer Faux Vel Bber Commodity Tariff Cargo Read","Dish Drying Mat Material Top Layer Faux Vel Bber @@30528 Pcs (5020 Cartons) Commodity,G.W, Cbm Tariff No. 6304.91.0140 Cargo Read","5020","CTN","10F-1 No 343 Zhonghe Rd Yonghe Dist New Taipei City Taiwan","China","CN","Kitchen Star International Co Ltd","","Phone Numbers:  --- Emails: ","94","1","9525924","Al Qibla Express","031e","17118"
"2024/05/24","AWSLAWSL269109","Awsl","700 E Main St Waunakee Wi 53597 Us","United States","US","","Phone Numbers:  --- Emails: ","Scientific Protein Laboritories","34","4000*900*800","45R1","Norfolk, Va","1401","Barcelona","47061","20240519","Products of animal origin, not elsewhere specified or included ; Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved","051000","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved","","HLCUVL1240414456","Nil","Nil","700 E Main St Waunakee Wi 53597 Us","US","Scientific Protein Laboritories","Frozen Pork Pancreas Butcher","Frozen Pork Pancreas (Butcher)","31","PKG","Calle Transportistas 22 Tomelloso 13700 Es","Spain","ES","Quality Pharma World S I","","Phone Numbers:  --- Emails: ","12","1.5","Oocl Europe","Oocl Europe","198w","17173"
"2024/05/24","TWUD134240616500","Twud","75 Commerce Drive Hauppauge Ny 11788-360 Us","United States","US","","Phone Numbers:  --- Emails: ","Bio Botanica Inc","75","4000*900*800","45G1","New York/Newark Area, Newark, Nj","4601","Stadersand","42879","20240521","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Other","051199","Other","","ONEYHAME51028300","Address","Address","","","","Dried Food Ingredients","424 Packages Dried Food Ingredients Hs Code:","424","PCK","Grusonstrasse 26 Hamburg 22113 De","Germany","DE","Worlee Naturprodukte Gmbh","","Phone Numbers:  --- Emails: ","1413","2","Teno","Teno","009w","91392"
"2024/05/24","SEJGCMLAX2405025","Sejg","428 E Saturn St Brea Ca 92821 U Sa T 714-854-9887 F 714-854-989 6","United States","US","","Phone Numbers:  --- Emails: ","Suheung America Corp","3378","2000*806*800","","Long Beach, Ca","2709","Pusan","58023","20240520","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Bovine semen","051110","Bovine semen","","COSU6382972422","","","428 E Saturn St Brea Ca 92821 U Sa T 714-854-9887 F 714-854-989 6","US","Suheung America Corp","Bovine Collagen","Bovine Collagen","1600","BAG","40 Janghan-Ro Dongdaemun-Gu Seoul Korea T 82-2-2217-4761 F 82-2-2 217-4762","Republic Of Korea","KR","Geltech Co Ltd","","Phone Numbers: ,  --- Emails: ","1299","1","Cosco Belgium","Cosco Belgium","070e","17100"
"2024/05/24","MEDUF5258225","Medu, Bcsl Us-Med Line Ltd.","Km 6 5 And 4 5 Via Duran - Tambo S Guayaquil G Ecuador","United States","US","","Phone Numbers:  --- Emails: ","Gisis S A","514","4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800","4.51045104510451e+19","Boston, Ma","0401","Le Havre","42737","20240523","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of chapter 3","051191","Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of chapter 3","","MEDUF5258225","","","Km 6 5 And 4 5 Via Duran - Tambo S Guayaquil G Ecuador","US","Gisis S A","Animal Elsewhere Specified Include Animal Elsewhere Specified Included Dead Animals Chapter Unfit Human Consumption Animal Elsewhere Specified Included Dead Animals Chaptermsc Mscor Unfit Humanconsumption","Animal Products Not Elsewhere Specified Or Include - Animal Products Not Elsewhere Specified Or Included; Dead Animals Of Chapter 1 Or 3, Unfit For Human Consumption Animal Products Not Elsewhere Specified Or Included; Dead Animals Of Chaptermsc1Mscor 3, Unfit For Humanconsumption","105","PKG","S Zi Le Ridor Plemet 22 22210 France","France","FR","Vapran S A","","Phone Numbers:  --- Emails: ","47","10","9227314","Msc Zlata R.","417a","112790"
"2024/05/24","BOPT1465355638","Bopt, Bdp Transport","13300 Carol Ct","United States","US","","Phone Numbers:  --- Emails: ","Wirdc 3Pl","17","4000*806*800","42G1","New York/Newark Area, Newark, Nj","4601","Hamble","41374","20240521","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Other","051199","Other","","ONEYLIVE15863800","Addressed","As Addressed","","","","Ingredients","Ingredients","720","PCS","Millenium Park","Romania","RO","Kerry Ingredient And Flavours","","Phone Numbers:  --- Emails: ","3385","2","Teno","Teno","009w","18576"
"2024/05/24","TSIJNBTD24030231","Tsij","115 Canfield Hill Drive Gaithersbu Rgmd 20878-5262 Usa Gaithersburg Maryland 20878 Us","United States","US","","Phone Numbers:  --- Emails: ","Eddy S International Co","887","4000*900*800","4500","Charleston, Sc","1601","Ningpo","57020","20240509","Products of animal origin, not elsewhere specified or included ; Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers ; Other","050590","Other","","WHLC031E519658","Hypoallergenic Feather","Hypoallergenic Feather","","","","Washed Grey Duck Feather Msf","Washed Grey Duck Feather 3-5Cm Order No.: Msf-186","260","BAL","L No 333 South Paozhong Road Doumen Street Yuecheng District Shaoxing City Zhejiang China Shaoxing Cn","China","CN","Zhejiang Maolong Home Textile Co","","Phone Numbers:  --- Emails: ","551","2","9555113","Wan Hai A09","e006","19682"
"2024/05/24","KFUNA2404480169A","Kfun","10 Glenshaw Street Orangeburg Ny United States 10962","United States","US","","Phone Numbers:  --- Emails: ","Dynarex Corp","3068","4000*900*800","45G0","New York/Newark Area, Newark, Nj","4601","Shanghai","57035","20240523","","050900","","","HDMUSHAZ26284000","Addressed","As Addressed","1975 Linden Blvd Suite 300 Elmont Ny United States 11003","US","Kerry Apex Nyc","Woven Sponges","Non Woven Sponges","2000","CTN","Level 54 Hopewell Centre 183 Queen S Road East Hk Hong Kong 999077","China","CN","Zhende Medical Hk Co Ltd","","Phone Numbers:  --- Emails: ","318","1.5","Al Qibla Express","Al Qibla Express","0031e","5400"
"2024/05/24","MAEU238115716","Maeu, Maersk Lines, Inc.","Rfc:Hre190514Jz3 Calle Sao Paulo Num Ext 2373 Num Int 211 Nivel2 Col Providencia","United States","US","","Phone Numbers:  --- Emails: ","Helix Re S De R L De C V","26","4000*906*802","4ER0","New York/Newark Area, Newark, Nj","4601","Algeciras","47031","20240524","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","MAEU238115716","","","Rfc Oim170210Bka Ramon Lopez Velarde No 80 28869 Nuevo Salagua Manzanillo","US","Obelisco Importaciones S De Rl De Cv","Frozen Pork Stomachs Butterfl Cut","Frozen Pork Stomachs, Butterfl Y Cut Net Weight: 24000 Kg Ref: 230321 Hs Code: 050400","2400","CTN","Vesterbrogade 4A 2 1620 Copenhagen V Denmark","Spain","ES","Ess Food A/S","","Phone Numbers:  --- Emails: ","826","2","9190779","Lica Maersk","419w","25125"
"2024/05/24","CHSL472395746MIL","Chsl, Chisley Motor Coaches","2011 W Sam Houston Pkwy N","United States","US","","Phone Numbers:  --- Emails: ","Mitsubishi Logisnext Americas Inc","93239","2000*806*800","","New York/Newark Area, Newark, Nj","4601","La Spezia","47531","20240515","Products of animal origin, not elsewhere specified or included ; Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products ; Other","050690","Other","","ONEYGOAE12100500","Cfs Houston","Cfs Houston","","","","Horn Plt Stc","Horn 2 Plt Stc","56","PKG","Via Pacinotti 34 36040 Brendola Vi","Italy","IT","L E B S P A","","Phone Numbers:  --- Emails: ","122","1","9386495","Cma Cgm Lapis","0ub3r","618"
"2024/05/24","DWWLSHA2400566","Dwwl","102 Marcus Dr Melville New York 11747 Usa New York Us","United States","US","","Phone Numbers:  --- Emails: ","Melwood Partners Inc","1746","4000*900*800","45G1","Long Beach, Ca","2709","Shanghai","57035","20240520","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","COSU6383299430","","","102 Marcus Dr Melville New York 11747 Usa New York Us","US","Melwood Partners Inc","Sherpa Hoodie","Sherpa Fz Hoodie","256","CTN","No 45 Huaye Road Dongbang Town Changshu City Jiangsu Province Changshu Cn","China","CN","Jiangsu Baoheng Xinrun Extile","","Phone Numbers:  --- Emails: ","14","1.5","Cosco Belgium","Cosco Belgium","070e","2386"
"2024/05/24","OOLU2737665332","Oolu, Orient Overseas Container Line Inc","1405 Building 3 Jiahua Scienc Wuhan Hu China","United States","US","","Phone Numbers:  --- Emails: ","Youhe Food Import & Export Wuhan","43","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240524","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","OOLU2737665332","","","1405 Building 3 Jiahua Scienc Wuhan Hu China","US","Youhe Food Import & Export Wuhan","Frozen Pork Stomachs","Frozen Pork Stomachs","2500","CTN","6985 Financial Drive Mississauga On Canada","Canada","CA","Maple Leaf Foods Incorporated","","Phone Numbers:  --- Emails: ","15663","2.02","9979266","Oocl Veracruz","001w","26025"
"2024/05/24","YMJAT910022608","Ymja","1 Kovach Dr 45215- Cincinnati Usa","United States","US","","Phone Numbers:  --- Emails: ","Down Decor","390","4000*900*800","45G0","Norfolk, Va","1401","Barcelona","47061","20240521","Products of animal origin, not elsewhere specified or included ; Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers ; Feathers of a kind used for stuffing; down","050510","Feathers of a kind used for stuffing; down","","YMJAT910022608","","// //","Attn Stacie Damon 467 Erlanger Rd Erlanger Ky 41018 Usa Ph +1-859-727-2241","US","Rl Swearer Co","Down Stuffing Cleaned Disinfect Treat Forwashed Wdd Rds Lot Rds Sdamonrlswearer","Down For Stuffing Cleaned Disinfect Treat Forwashed 85 Wdd 750Fp-Rds; Lot Np.177334585W-Rds 6.347,90 Kgs. Net Weight () Sdamonrlswearer.Com","31","PKG","No 18 31170- Arazuri Navarra Spain Eori Esb31718075 Tel +34948181302","Spain","ES","Navarpluma S L Pol Ind Arazuri Orcoyen C B","","Phone Numbers:  --- Emails: ","29","1.5","9300805","Oocl Europe","198w","6456"
"2024/05/24","OOLU4054020630","Oolu, Orient Overseas Container Line Inc","2188 Diehl Road Aurora Il United States","United States","US","","Phone Numbers:  --- Emails: ","Freudenberg Household Products Lp","4111","4000*900*800","45G1","New York/Newark Area, Newark, Nj","4601","Piraieus","48452","20240515","","050900","","","OOLU4054020630","","","849 Thomas Drive Bensenville Il United States","US","Expeditors International Of Washing","Cleaning Sponges","Cleaning Sponges","2420","PKG","Podgrad 17 Podgrad Slovenia","Slovenia","SI","Plama Pur D D Podgrad Pe","","Phone Numbers:  --- Emails: ","2","1.5","9386495","Cma Cgm Lapis","0ub3r","5288"
